seq,dim,t_measured_ms
45224,7026,3.115022554993629
45224,7288,3.211754374206066
45224,7557,3.345287404954433
45224,7737,3.4088697284460068
45224,8009,3.5491855815052986
45224,8192,3.608640283346176
45224,8415,3.795100376009941
45224,8617,3.883257508277893
45224,8899,3.9941025897860527
45224,9059,4.059668630361557
45224,9211,4.126386716961861
45224,9455,4.221775569021702
45224,9782,4.346476867794991
45224,10035,4.477578215301037
45224,10649,4.7484515234828
45224,10978,4.920412786304951
45224,11126,4.9767643213272095
45224,11452,5.071897991001606
45224,11592,5.138520151376724
45224,11947,5.358738824725151
45224,12333,5.525358021259308
45224,12596,5.642795003950596
45224,12935,5.84854930639267
45224,13123,5.90947549790144
45224,13678,6.103133782744408
45224,13952,6.171100772917271
45224,14072,6.216123700141907
45224,14371,6.411542184650898
45224,14587,6.570002064108849
45224,14807,6.667823530733585
45224,14976,6.635408848524094
45224,15215,6.868490949273109
45224,15443,6.91600888967514
45224,15667,6.980262696743012
45224,15871,7.096164859831333
45224,16098,7.202529348433018
45224,16296,7.128259167075157
47626,502,0.2832561731338501
47626,562,0.3099432215094566
47626,745,0.3910930827260017
47626,819,0.4262933507561683
47626,856,0.4379404708743095
47626,1044,0.5250098183751106
47626,1467,0.7215496152639389
47626,1585,0.7730042561888695
47626,1798,0.8692890405654907
47626,1998,0.956166535615921
47626,2174,1.035173423588276
